Label,# Samples,Average,Median,70% Line,80% Line,90% Line,Min,Max,Error %,Throughput,Received KB/sec,Std. Dev.
TOTAL,0,0,0,0,0,0,9223372036854775807,-9223372036854775808,0.00%,.0,.0,0.00
